Date,Store ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Category_Type,Season,Name,Units_Sold_Lag1,Units_Sold_Lag7,Units_Sold_MA7,Inventory_to_Sales,Is_Spring,Is_Summer,Is_Monsoon,Is_Autumn,Is_Pre-winter,Is_Winter
05-10-2022,S004,Groceries,North,302,218,274,135.3,14.08,10,Sunny,1,77.63,Winter,autumn groceries,Hot Chocolate,0,0,218.0,1.385321101,0,0,0,1,0,0
06-02-2023,S004,Electronics,West,474,73,64,157.98,28.66,30,Sunny,0,84.31,Rainy,winter,Waterproof Speakers,218,0,145.5,6.493150685,0,0,0,0,0,1
18-03-2023,S004,Groceries,East,344,59,128,103.48,38.32,20,Rainy,0,88.89,Spring,spring,Strawberries,73,0,116.6666667,5.830508475,1,0,0,0,0,0
15-02-2023,S004,Groceries,South,412,21,287,152.76,53.93,20,Cloudy,1,32.95,Spring,spring,Strawberries,0,0,21.0,19.61904762,1,0,0,0,0,0
10-11-2023,S004,Groceries,West,312,54,148,179.76,74.53,0,Snowy,1,18.17,Autumn,pre-winter,Pasta,0,0,54.0,5.777777778,0,0,0,0,1,0
21-04-2023,S004,Groceries,North,476,77,278,173.69,64.07,0,Sunny,1,40.53,Rainy,summer,Snacks,0,0,77.0,6.181818182,0,1,0,0,0,0
25-09-2023,S004,Groceries,South,218,256,236,159.71,45.11,10,Snowy,1,85.24,Spring,autumn groceries,Pasta,77,0,166.5,0.8515625,0,0,0,1,0,0
22-07-2022,S004,Groceries,West,85,252,223,144.35,43.92,0,Rainy,1,32.18,Spring,monsoon,Instant Noodles,0,0,252.0,0.337301587,0,0,1,0,0,0
27-07-2023,S004,Clothing,West,116,268,44,159.7,48.29,10,Cloudy,1,75.36,Autumn,monsoon,Cardigans,0,0,268.0,0.432835821,0,0,1,0,0,0
02-08-2022,S004,Electronics,West,313,36,15,187.33,53.53,0,Sunny,0,60.45,Spring,monsoon,Waterproof Speaker,0,0,36.0,8.694444444,0,0,1,0,0,0
15-08-2022,S004,Groceries,South,434,211,264,91.29,50.2,30,Rainy,1,54.0,Spring,autumn groceries,Pasta,36,0,123.5,2.056872038,0,0,0,1,0,0
15-11-2022,S004,Electronics,North,378,12,294,149.92,63.83,10,Sunny,1,94.25,Spring,pre-winter,Electric Kettle,0,0,12.0,31.5,0,0,0,0,1,0
27-05-2022,S004,Electronics,East,459,225,81,104.52,53.28,10,Sunny,1,60.69,Rainy,summer,Smartphones,0,0,225.0,2.04,0,1,0,0,0,0
04-02-2022,S004,Clothing,North,98,94,223,104.74,59.68,10,Snowy,1,34.55,Winter,winter,Sweaters,0,0,94.0,1.042553191,0,0,0,0,0,1
13-07-2022,S004,Electronics,West,257,114,232,145.16,28.69,30,Sunny,1,53.83,Spring,monsoon,Waterproof Speaker,0,0,114.0,2.254385965,0,0,1,0,0,0
10-06-2023,S004,Groceries,North,366,233,226,193.8,44.74,10,Snowy,1,59.14,Rainy,summer,Tea,0,0,233.0,1.570815451,0,1,0,0,0,0
13-07-2023,S004,Clothing,East,341,253,23,194.78,18.89,0,Snowy,1,14.06,Winter,monsoon,Sweaters,233,0,243.0,1.347826087,0,0,1,0,0,0
17-10-2022,S004,Clothing,West,169,68,211,194.61,53.18,0,Snowy,1,93.33,Summer,pre-winter,Sunglasses,0,0,68.0,2.485294118,0,0,0,0,1,0
16-02-2023,S004,Clothing,North,472,272,121,127.65,40.39,10,Snowy,1,75.84,Summer,spring,T-Shirts,0,0,272.0,1.735294118,1,0,0,0,0,0
23-05-2022,S004,Electronics,South,76,222,18,104.4,21.35,30,Snowy,0,94.49,Autumn,summer,Smartwatches,0,0,222.0,0.342342342,0,1,0,0,0,0
09-08-2023,S004,Groceries,East,89,49,79,117.81,45.14,10,Snowy,1,95.14,Rainy,monsoon,Tea,222,0,135.5,1.816326531,0,0,1,0,0,0
28-11-2023,S004,Groceries,North,406,143,293,151.9,28.28,10,Rainy,0,33.46,Summer,pre-winter,Ice Cream,49,0,138.0,2.839160839,0,0,0,0,1,0
20-11-2022,S004,Electronics,South,197,233,219,53.68,59.73,10,Cloudy,0,72.5,Summer,pre-winter,Coolers,0,0,233.0,0.845493562,0,0,0,0,1,0
15-09-2022,S004,Groceries,East,65,40,59,131.58,83.47,0,Sunny,0,64.37,Rainy,autumn groceries,Instant Noodles,0,0,40.0,1.625,0,0,0,1,0,0
24-01-2023,S004,Electronics,East,214,88,28,125.96,85.52,30,Cloudy,1,60.94,Summer,winter,Fans,0,0,88.0,2.431818182,0,0,0,0,0,1
14-09-2023,S004,Electronics,South,398,36,238,58.93,35.19,0,Rainy,1,33.4,Rainy,autumn electronics,Power Banks,88,0,62.0,11.05555556,0,0,0,1,0,0
22-02-2023,S004,Groceries,South,230,202,129,197.17,48.5,0,Cloudy,1,70.34,Summer,spring,Ice Cream,0,0,202.0,1.138613861,1,0,0,0,0,0
14-10-2023,S004,Clothing,East,277,137,156,98.21,23.32,10,Sunny,1,25.1,Spring,autumn clothing,Cardigan,0,0,137.0,2.02189781,0,0,0,1,0,0
27-04-2023,S004,Groceries,East,127,150,162,180.31,92.88,30,Cloudy,1,59.04,Autumn,summer,Spices,0,0,150.0,0.846666667,0,1,0,0,0,0
07-07-2023,S004,Groceries,North,255,30,299,91.41,12.88,0,Rainy,0,47.4,Autumn,monsoon,Sauces,0,0,30.0,8.5,0,0,1,0,0,0
13-09-2022,S004,Electronics,West,223,131,295,168.4,30.74,20,Sunny,0,52.77,Autumn,autumn electronics,Laptops,0,0,131.0,1.702290076,0,0,0,1,0,0
21-05-2022,S004,Electronics,East,222,165,274,159.09,91.71,0,Snowy,1,99.83,Rainy,summer,Power Banks,0,0,165.0,1.345454545,0,1,0,0,0,0
28-11-2023,S004,Electronics,South,238,107,102,162.61,39.08,10,Cloudy,1,15.43,Summer,pre-winter,Fans,0,0,107.0,2.224299065,0,0,0,0,1,0
16-12-2022,S004,Clothing,South,378,71,252,181.08,55.39,10,Snowy,0,30.72,Rainy,winter,Raincoats,0,0,71.0,5.323943662,0,0,0,0,0,1
09-08-2023,S004,Electronics,East,498,17,82,144.8,39.75,30,Rainy,0,62.91,Spring,monsoon,Waterproof Speaker,0,0,17.0,29.29411765,0,0,1,0,0,0
24-08-2023,S004,Groceries,West,488,137,262,144.16,56.79,30,Rainy,1,35.25,Autumn,autumn groceries,Spices,17,0,77.0,3.562043796,0,0,0,1,0,0
21-09-2022,S004,Groceries,West,178,265,102,68.96,35.15,10,Rainy,1,18.52,Summer,autumn groceries,Ice Cream,0,0,265.0,0.671698113,0,0,0,1,0,0
24-12-2023,S004,Electronics,South,115,111,128,186.29,67.71,30,Rainy,0,45.93,Spring,winter,Heater,0,0,111.0,1.036036036,0,0,0,0,0,1
10-08-2023,S004,Clothing,West,94,126,270,125.68,81.67,30,Cloudy,1,73.37,Winter,monsoon,Jackets,0,0,126.0,0.746031746,0,0,1,0,0,0
21-07-2023,S004,Clothing,East,256,94,98,146.87,68.69,0,Rainy,1,61.88,Spring,monsoon,Raincoat,0,0,94.0,2.723404255,0,0,1,0,0,0
08-09-2023,S004,Groceries,South,427,280,245,82.16,48.65,10,Snowy,1,41.8,Spring,autumn groceries,Pasta,0,0,280.0,1.525,0,0,0,1,0,0
24-03-2022,S004,Clothing,South,56,71,226,79.17,17.29,10,Rainy,1,35.85,Winter,spring,Sweaters,0,0,71.0,0.788732394,1,0,0,0,0,0
17-02-2022,S004,Clothing,West,405,181,155,55.04,37.71,0,Cloudy,1,25.25,Summer,spring,Shorts,0,0,181.0,2.237569061,1,0,0,0,0,0
16-04-2022,S004,Groceries,West,174,209,135,109.58,15.71,0,Cloudy,0,29.16,Summer,summer,Cold Drinks,0,0,209.0,0.832535885,0,1,0,0,0,0
19-03-2023,S004,Groceries,West,216,249,15,111.29,44.86,10,Snowy,1,60.09,Winter,spring,Canned Food,0,0,249.0,0.86746988,1,0,0,0,0,0
14-09-2023,S004,Clothing,North,244,20,171,138.89,16.52,10,Sunny,1,29.39,Summer,autumn clothing,T-Shirts,249,0,134.5,12.2,0,0,0,1,0,0
24-05-2022,S004,Electronics,North,183,249,202,85.59,89.73,10,Cloudy,0,87.93,Spring,summer,Air Conditioner,0,0,249.0,0.734939759,0,1,0,0,0,0
03-06-2022,S004,Clothing,North,319,177,87,158.88,63.15,20,Cloudy,1,93.14,Rainy,summer,Raincoats,0,0,177.0,1.802259887,0,1,0,0,0,0
26-12-2022,S004,Clothing,East,215,161,199,175.88,27.6,0,Sunny,1,77.11,Winter,winter,Jackets,177,0,169.0,1.335403727,0,0,0,0,0,1
29-01-2022,S004,Clothing,North,456,48,56,164.85,65.78,30,Cloudy,0,36.16,Spring,winter,Coat,0,0,48.0,9.5,0,0,0,0,0,1
11-04-2022,S004,Clothing,North,80,45,129,159.86,64.05,0,Sunny,1,41.54,Rainy,spring,Umbrellas,0,0,45.0,1.777777778,1,0,0,0,0,0
13-02-2023,S004,Electronics,West,199,292,155,54.32,69.16,20,Sunny,0,70.8,Spring,winter,Heater,0,0,292.0,0.681506849,0,0,0,0,0,1
15-07-2023,S004,Groceries,West,445,124,193,58.4,75.96,0,Snowy,0,97.26,Spring,monsoon,Instant Noodles,292,0,208.0,3.588709677,0,0,1,0,0,0
11-09-2022,S004,Clothing,West,316,33,288,67.94,90.16,0,Cloudy,0,36.13,Rainy,autumn clothing,Waterproof Boots,0,0,33.0,9.575757576,0,0,0,1,0,0
04-04-2023,S004,Electronics,South,83,298,160,153.39,17.54,20,Sunny,0,68.9,Summer,spring,Coolers,0,0,298.0,0.27852349,1,0,0,0,0,0
28-05-2023,S004,Clothing,West,343,68,283,193.48,27.14,10,Snowy,1,58.81,Winter,summer,Scarves,298,0,183.0,5.044117647,0,1,0,0,0,0
08-07-2023,S004,Electronics,South,321,87,43,72.62,61.62,30,Rainy,0,99.21,Autumn,monsoon,Laptops,0,0,87.0,3.689655172,0,0,1,0,0,0
28-08-2023,S004,Groceries,South,123,202,178,56.82,24.37,10,Cloudy,0,49.5,Winter,autumn groceries,Soups,87,0,144.5,0.608910891,0,0,0,1,0,0
22-07-2023,S004,Groceries,South,324,87,260,196.57,73.0,10,Sunny,0,35.76,Autumn,monsoon,Pasta,0,0,87.0,3.724137931,0,0,1,0,0,0
21-02-2022,S004,Electronics,West,252,131,262,79.36,90.9,0,Snowy,1,22.16,Rainy,spring,Waterproof Speakers,0,0,131.0,1.923664122,1,0,0,0,0,0
27-03-2022,S004,Groceries,North,335,36,265,98.34,64.79,10,Rainy,1,12.72,Summer,spring,Cold Drinks,0,0,36.0,9.305555556,1,0,0,0,0,0
16-05-2023,S004,Electronics,North,386,184,177,54.87,16.58,10,Sunny,1,65.92,Autumn,summer,Laptops,36,0,110.0,2.097826087,0,1,0,0,0,0
26-08-2022,S004,Clothing,West,261,19,291,50.13,48.63,20,Cloudy,1,28.63,Rainy,autumn clothing,Waterproof Boots,0,0,19.0,13.73684211,0,0,0,1,0,0
13-09-2022,S004,Clothing,South,276,131,261,141.82,73.19,10,Sunny,0,80.68,Spring,autumn clothing,Cardigan,0,0,131.0,2.106870229,0,0,0,1,0,0
20-11-2022,S004,Clothing,North,402,72,220,77.85,78.22,0,Cloudy,0,40.72,Spring,pre-winter,Sweater,0,0,72.0,5.583333333,0,0,0,0,1,0
19-05-2023,S004,Groceries,South,482,49,75,175.89,44.2,10,Cloudy,1,30.16,Summer,summer,Cold Drinks,72,0,60.5,9.836734694,0,1,0,0,0,0
23-11-2023,S004,Groceries,North,180,175,167,78.63,55.02,0,Sunny,0,26.8,Rainy,pre-winter,Tea,0,0,175.0,1.028571429,0,0,0,0,1,0
03-09-2023,S004,Clothing,North,62,109,119,84.92,14.71,20,Snowy,0,64.57,Spring,autumn clothing,Cardigan,0,0,109.0,0.568807339,0,0,0,1,0,0
05-01-2023,S004,Groceries,East,236,77,114,101.82,77.51,20,Sunny,0,77.11,Summer,winter,Ice Cream,0,0,77.0,3.064935065,0,0,0,0,0,1
27-11-2023,S004,Groceries,South,400,72,244,52.47,28.96,10,Sunny,1,88.56,Summer,pre-winter,Cold Drinks,77,0,74.5,5.555555556,0,0,0,0,1,0
02-11-2023,S004,Electronics,South,180,267,65,143.56,23.42,0,Snowy,0,34.88,Summer,pre-winter,Fans,0,0,267.0,0.674157303,0,0,0,0,1,0
20-08-2022,S004,Clothing,West,375,193,210,71.77,34.1,0,Rainy,0,50.62,Spring,autumn clothing,Cardigan,0,0,193.0,1.943005181,0,0,0,1,0,0
19-01-2022,S004,Clothing,West,67,103,123,113.9,86.39,0,Rainy,1,54.46,Winter,winter,Scarves,0,0,103.0,0.650485437,0,0,0,0,0,1
10-02-2023,S004,Electronics,South,439,72,159,126.98,59.89,20,Sunny,0,77.74,Spring,winter,Heater,103,0,87.5,6.097222222,0,0,0,0,0,1
31-10-2023,S004,Clothing,East,230,224,264,104.07,11.62,0,Snowy,1,22.81,Spring,pre-winter,Sweater,72,0,133.0,1.026785714,0,0,0,0,1,0
14-05-2022,S004,Electronics,North,359,78,144,172.42,63.28,10,Snowy,1,63.76,Summer,summer,Coolers,0,0,78.0,4.602564103,0,1,0,0,0,0
16-07-2023,S004,Clothing,South,211,50,185,135.04,40.52,30,Snowy,0,21.36,Autumn,monsoon,Cardigans,0,0,50.0,4.22,0,0,1,0,0,0
29-03-2022,S004,Clothing,North,146,93,44,199.44,10.53,0,Sunny,1,99.74,Autumn,spring,Hoodies,0,0,93.0,1.569892473,1,0,0,0,0,0
12-08-2023,S004,Clothing,East,66,117,262,83.61,59.52,10,Rainy,1,84.56,Winter,monsoon,Scarves,93,0,105.0,0.564102564,0,0,1,0,0,0
08-01-2022,S004,Clothing,West,441,134,192,91.58,10.3,20,Sunny,0,75.86,Autumn,winter,Jeans,0,0,134.0,3.291044776,0,0,0,0,0,1
24-03-2022,S004,Electronics,West,247,165,147,144.92,65.85,30,Cloudy,1,66.18,Summer,spring,ACs,134,0,149.5,1.496969697,1,0,0,0,0,0
22-12-2023,S004,Groceries,East,187,209,183,93.08,53.68,30,Cloudy,0,65.24,Summer,winter,Ice Cream,0,0,209.0,0.894736842,0,0,0,0,0,1
19-12-2023,S004,Groceries,North,245,26,149,162.59,33.05,30,Sunny,0,11.66,Summer,winter,Cold Drinks,0,0,26.0,9.423076923,0,0,0,0,0,1
16-01-2022,S004,Electronics,East,420,115,268,95.64,80.62,20,Sunny,0,91.45,Summer,winter,Fans,0,0,115.0,3.652173913,0,0,0,0,0,1
22-11-2023,S004,Clothing,North,68,270,51,128.29,37.32,20,Cloudy,0,55.35,Spring,pre-winter,Sweater,0,0,270.0,0.251851852,0,0,0,0,1,0
04-09-2022,S004,Groceries,East,496,31,178,158.48,79.39,0,Snowy,1,99.74,Rainy,autumn groceries,Instant Noodles,0,0,31.0,16.0,0,0,0,1,0,0
04-02-2022,S004,Clothing,West,384,10,278,197.8,86.28,0,Sunny,0,82.06,Spring,winter,Coat,0,0,10.0,38.4,0,0,0,0,0,1
05-03-2022,S004,Groceries,South,194,19,175,83.45,44.41,0,Rainy,1,11.19,Summer,spring,Cold Drinks,0,0,19.0,10.21052632,1,0,0,0,0,0
13-08-2022,S004,Electronics,North,89,187,26,57.16,56.58,20,Snowy,0,45.89,Summer,monsoon,Fans,0,0,187.0,0.475935829,0,0,1,0,0,0
05-06-2022,S004,Groceries,East,93,128,287,100.22,93.17,10,Rainy,1,99.85,Rainy,summer,Instant Noodles,0,0,128.0,0.7265625,0,1,0,0,0,0
11-04-2023,S004,Clothing,North,62,101,180,78.64,97.93,0,Sunny,0,80.43,Autumn,spring,Jeans,0,0,101.0,0.613861386,1,0,0,0,0,0
20-12-2023,S004,Clothing,East,456,29,137,109.93,72.01,0,Sunny,1,79.48,Winter,winter,Sweaters,101,0,65.0,15.72413793,0,0,0,0,0,1
05-06-2023,S004,Electronics,East,405,100,23,141.42,93.11,20,Sunny,0,19.9,Autumn,summer,Tablets,0,0,100.0,4.05,0,1,0,0,0,0
28-06-2023,S004,Electronics,North,174,143,184,176.81,30.23,30,Cloudy,0,46.22,Spring,monsoon,Waterproof Speaker,100,0,121.5,1.216783217,0,0,1,0,0,0
19-10-2022,S004,Clothing,East,406,283,182,78.26,12.24,10,Snowy,1,17.1,Rainy,pre-winter,Raincoats,0,0,283.0,1.434628975,0,0,0,0,1,0
13-08-2022,S004,Groceries,West,349,226,272,54.46,26.95,10,Rainy,0,95.06,Spring,monsoon,Instant Noodles,0,0,226.0,1.544247788,0,0,1,0,0,0
31-12-2022,S004,Clothing,West,488,43,10,160.2,56.78,20,Snowy,1,92.59,Autumn,winter,Jeans,0,0,43.0,11.34883721,0,0,0,0,0,1
01-03-2023,S004,Groceries,South,211,222,161,167.06,70.28,0,Cloudy,1,49.24,Spring,spring,Strawberries,0,0,222.0,0.95045045,1,0,0,0,0,0
10-05-2023,S004,Groceries,South,65,162,287,144.05,17.88,30,Rainy,1,50.05,Winter,summer,Hot Chocolate,222,0,192.0,0.401234568,0,1,0,0,0,0
17-12-2022,S004,Groceries,East,309,14,134,173.77,47.6,30,Sunny,1,92.49,Spring,winter,Hot Chocolate,0,0,14.0,22.07142857,0,0,0,0,0,1
21-06-2023,S004,Electronics,South,399,218,165,135.48,12.36,10,Rainy,0,94.5,Winter,monsoon,Electric Blankets,14,0,116.0,1.830275229,0,0,1,0,0,0
13-04-2022,S004,Electronics,West,492,38,254,195.67,52.41,20,Cloudy,0,86.68,Winter,spring,Geysers,0,0,38.0,12.94736842,1,0,0,0,0,0
04-10-2023,S004,Clothing,North,297,203,267,84.22,31.86,10,Rainy,1,33.66,Spring,autumn clothing,Cardigan,38,0,120.5,1.463054187,0,0,0,1,0,0
09-08-2022,S004,Clothing,South,205,131,259,52.91,15.28,10,Rainy,1,79.62,Rainy,monsoon,Waterproof Boots,0,0,131.0,1.564885496,0,0,1,0,0,0
10-02-2023,S004,Clothing,North,476,25,128,98.43,13.79,30,Rainy,1,75.07,Spring,winter,Coat,0,0,25.0,19.04,0,0,0,0,0,1
09-09-2022,S004,Clothing,East,128,27,266,178.95,25.19,30,Sunny,0,89.59,Spring,autumn clothing,Cardigan,0,0,27.0,4.740740741,0,0,0,1,0,0
09-11-2023,S004,Groceries,North,256,203,293,132.1,60.55,10,Rainy,0,88.59,Spring,pre-winter,Soup,0,0,203.0,1.261083744,0,0,0,0,1,0
12-06-2023,S004,Clothing,South,390,278,164,170.45,67.85,10,Rainy,1,25.78,Summer,summer,Shorts,0,0,278.0,1.402877698,0,1,0,0,0,0
09-10-2023,S004,Clothing,East,83,141,65,199.55,60.9,30,Sunny,1,39.21,Spring,autumn clothing,Cardigan,0,0,141.0,0.588652482,0,0,0,1,0,0
18-11-2023,S004,Electronics,North,360,151,225,66.43,56.02,0,Sunny,0,11.37,Autumn,pre-winter,Laptops,141,0,146.0,2.38410596,0,0,0,0,1,0
26-11-2023,S004,Electronics,West,210,280,22,100.37,65.18,30,Sunny,0,67.17,Rainy,pre-winter,Waterproof Speakers,151,0,190.6666667,0.75,0,0,0,0,1,0
04-09-2022,S004,Groceries,West,410,165,118,198.54,46.41,10,Sunny,0,54.49,Rainy,autumn groceries,Instant Noodles,0,0,165.0,2.484848485,0,0,0,1,0,0
25-11-2022,S004,Clothing,East,326,259,51,96.25,54.49,30,Cloudy,1,77.84,Autumn,pre-winter,Jeans,165,0,212.0,1.258687259,0,0,0,0,1,0
18-03-2022,S004,Electronics,South,138,16,210,69.79,35.55,10,Sunny,0,40.67,Winter,spring,Heaters,0,0,16.0,8.625,1,0,0,0,0,0
10-09-2022,S004,Clothing,East,286,259,54,52.93,12.39,30,Sunny,1,92.07,Rainy,autumn clothing,Raincoats,16,0,137.5,1.104247104,0,0,0,1,0,0
19-12-2022,S004,Groceries,North,290,12,42,188.66,44.73,30,Sunny,1,31.17,Autumn,winter,Pasta,259,0,95.66666667,24.16666667,0,0,0,0,0,1
31-05-2023,S004,Electronics,East,152,161,261,132.68,87.75,20,Rainy,0,27.94,Rainy,summer,Waterproof Speakers,0,0,161.0,0.944099379,0,1,0,0,0,0
04-12-2023,S004,Groceries,East,264,144,281,98.54,50.11,20,Snowy,0,29.78,Autumn,pre-winter,Spices,0,0,144.0,1.833333333,0,0,0,0,1,0
08-12-2023,S004,Groceries,West,453,88,121,88.3,62.75,10,Snowy,1,95.4,Autumn,pre-winter,Pasta,0,0,88.0,5.147727273,0,0,0,0,1,0
23-11-2022,S004,Electronics,North,75,291,76,87.97,79.35,10,Snowy,1,49.51,Rainy,pre-winter,Power Banks,0,0,291.0,0.257731959,0,0,0,0,1,0
18-06-2023,S004,Groceries,South,195,273,31,125.82,25.46,30,Sunny,1,99.3,Summer,monsoon,Ice Cream,291,0,282.0,0.714285714,0,0,1,0,0,0
16-07-2022,S004,Clothing,South,482,213,184,51.48,81.81,10,Snowy,0,54.01,Winter,monsoon,Sweaters,0,0,213.0,2.262910798,0,0,1,0,0,0
16-10-2023,S004,Groceries,South,224,184,170,85.94,10.26,10,Cloudy,1,28.58,Spring,pre-winter,Soup,213,0,198.5,1.217391304,0,0,0,0,1,0
03-02-2022,S004,Clothing,West,454,67,130,93.52,64.64,0,Cloudy,1,88.09,Summer,winter,Shorts,0,0,67.0,6.776119403,0,0,0,0,0,1
04-04-2023,S004,Electronics,East,59,250,216,97.97,40.64,20,Sunny,0,38.12,Rainy,spring,Smartphones,67,0,158.5,0.236,1,0,0,0,0,0
11-07-2023,S004,Clothing,North,186,99,123,153.9,82.25,20,Snowy,1,78.86,Autumn,monsoon,Cardigans,0,0,99.0,1.878787879,0,0,1,0,0,0
03-04-2022,S004,Clothing,South,476,179,257,96.91,32.4,10,Cloudy,1,90.64,Summer,spring,Shorts,0,0,179.0,2.659217877,1,0,0,0,0,0
16-05-2022,S004,Clothing,North,292,280,107,91.04,30.06,30,Cloudy,1,52.37,Rainy,summer,Raincoats,179,0,229.5,1.042857143,0,1,0,0,0,0
27-11-2023,S004,Clothing,East,410,285,68,186.37,39.11,10,Rainy,0,74.75,Spring,pre-winter,Sweater,280,0,248.0,1.438596491,0,0,0,0,1,0
18-10-2023,S004,Clothing,North,125,89,145,112.6,54.19,0,Snowy,1,73.09,Autumn,pre-winter,Hoodies,0,0,89.0,1.404494382,0,0,0,0,1,0
22-02-2023,S004,Electronics,East,383,159,234,135.35,13.56,0,Sunny,1,78.62,Winter,spring,Geysers,0,0,159.0,2.408805031,1,0,0,0,0,0
01-06-2023,S004,Clothing,East,324,90,36,147.62,53.26,0,Sunny,1,59.59,Summer,summer,Sunglasses,159,0,124.5,3.6,0,1,0,0,0,0
05-09-2023,S004,Groceries,West,159,65,244,69.0,16.38,20,Cloudy,1,17.99,Autumn,autumn groceries,Spices,0,0,65.0,2.446153846,0,0,0,1,0,0
02-06-2023,S004,Electronics,North,70,292,244,196.26,69.89,0,Cloudy,1,31.6,Winter,summer,Heaters,0,0,292.0,0.239726027,0,1,0,0,0,0
18-08-2023,S004,Clothing,North,147,194,11,129.24,47.41,10,Cloudy,0,79.76,Autumn,autumn clothing,Hoodies,292,0,243.0,0.757731959,0,0,0,1,0,0
11-07-2023,S004,Electronics,West,450,299,119,69.4,58.79,0,Cloudy,1,63.31,Winter,monsoon,Geysers,0,0,299.0,1.505016722,0,0,1,0,0,0
08-07-2022,S004,Groceries,West,168,106,196,57.01,12.55,20,Sunny,1,45.04,Summer,monsoon,Ice Cream,0,0,106.0,1.58490566,0,0,1,0,0,0
03-03-2022,S004,Groceries,East,366,291,184,143.66,47.38,30,Cloudy,1,95.24,Rainy,spring,Tea,0,0,291.0,1.257731959,1,0,0,0,0,0
21-03-2023,S004,Groceries,East,421,33,96,63.14,43.83,0,Cloudy,1,46.31,Summer,spring,Ice Cream,291,0,162.0,12.75757576,1,0,0,0,0,0
05-12-2023,S004,Clothing,East,202,272,47,89.27,83.29,20,Snowy,1,38.48,Rainy,pre-winter,Umbrellas,0,0,272.0,0.742647059,0,0,0,0,1,0
27-12-2023,S004,Groceries,South,290,184,56,56.88,11.21,30,Snowy,0,22.0,Winter,winter,Hot Chocolate,0,0,184.0,1.576086957,0,0,0,0,0,1
20-09-2023,S004,Groceries,South,169,285,150,181.36,75.33,0,Snowy,0,29.12,Winter,autumn groceries,Hot Chocolate,0,0,285.0,0.592982456,0,0,0,1,0,0
12-10-2023,S004,Groceries,South,401,20,45,101.51,16.75,20,Snowy,0,50.1,Summer,autumn groceries,Fruits,285,0,152.5,20.05,0,0,0,1,0,0
10-09-2023,S004,Electronics,East,297,274,74,199.05,63.56,30,Cloudy,1,66.56,Autumn,autumn electronics,Laptops,0,0,274.0,1.083941606,0,0,0,1,0,0
30-03-2022,S004,Clothing,East,147,43,231,119.19,77.76,0,Snowy,1,76.71,Rainy,spring,Umbrellas,0,0,43.0,3.418604651,1,0,0,0,0,0
27-03-2022,S004,Clothing,North,75,165,283,130.24,60.44,20,Cloudy,0,27.96,Rainy,spring,Waterproof Boots,0,0,165.0,0.454545455,1,0,0,0,0,0
21-02-2023,S004,Clothing,East,372,68,237,183.67,23.99,10,Rainy,1,75.4,Spring,spring,Light Jacket,0,0,68.0,5.470588235,1,0,0,0,0,0
25-02-2022,S004,Electronics,South,365,180,183,140.73,92.68,20,Sunny,1,14.03,Rainy,spring,Power Banks,0,0,180.0,2.027777778,1,0,0,0,0,0
05-02-2023,S004,Electronics,North,483,241,297,100.41,93.14,0,Rainy,0,97.16,Winter,winter,Heaters,180,0,210.5,2.004149378,0,0,0,0,0,1
30-08-2023,S004,Groceries,South,380,223,148,111.32,98.99,30,Sunny,0,26.42,Rainy,autumn groceries,Snacks,241,0,214.6666667,1.704035874,0,0,0,1,0,0
13-12-2022,S004,Groceries,South,336,132,203,55.81,68.15,30,Sunny,1,44.38,Spring,pre-winter,Soup,0,0,132.0,2.545454545,0,0,0,0,1,0
27-04-2022,S004,Electronics,South,138,84,25,158.02,26.26,20,Rainy,0,48.25,Autumn,summer,Smartwatches,0,0,84.0,1.642857143,0,1,0,0,0,0
12-08-2022,S004,Groceries,West,390,106,142,196.94,96.92,20,Rainy,0,37.99,Spring,monsoon,Instant Noodles,84,0,95.0,3.679245283,0,0,1,0,0,0
28-11-2022,S004,Electronics,East,442,61,45,186.51,27.84,30,Snowy,1,44.67,Spring,pre-winter,Electric Kettle,0,0,61.0,7.245901639,0,0,0,0,1,0
31-08-2023,S004,Groceries,South,463,260,234,198.32,94.21,10,Cloudy,1,31.81,Summer,autumn groceries,Cold Drinks,61,0,160.5,1.780769231,0,0,0,1,0,0
11-03-2023,S004,Electronics,West,241,181,166,197.84,29.43,20,Sunny,1,78.64,Autumn,spring,Laptops,0,0,181.0,1.331491713,1,0,0,0,0,0
01-03-2022,S004,Electronics,East,73,212,295,167.07,69.59,20,Snowy,1,81.18,Winter,spring,Geysers,0,0,212.0,0.344339623,1,0,0,0,0,0
15-12-2023,S004,Clothing,South,369,143,158,195.64,89.23,20,Cloudy,1,81.75,Winter,winter,Sweaters,212,0,177.5,2.58041958,0,0,0,0,0,1
27-08-2023,S004,Groceries,East,114,100,274,106.31,35.91,0,Snowy,1,78.92,Summer,autumn groceries,Cold Drinks,0,0,100.0,1.14,0,0,0,1,0,0
18-12-2023,S004,Groceries,South,117,147,278,86.28,32.8,10,Sunny,0,12.86,Spring,winter,Hot Chocolate,0,0,147.0,0.795918367,0,0,0,0,0,1
19-02-2023,S004,Electronics,North,213,15,101,52.31,72.23,10,Cloudy,1,38.77,Winter,spring,Geysers,0,0,15.0,14.2,1,0,0,0,0,0
14-07-2023,S004,Groceries,South,413,21,42,191.46,21.1,20,Snowy,1,87.26,Summer,monsoon,Ice Cream,15,0,18.0,19.66666667,0,0,1,0,0,0
